product_id,product_name,about_product,actual_price,rule_based_clienta_category,rule_based_clientb_department,rule_based_clientb_price_tier,clienta_level_1,clienta_level_2,clienta_level_3
B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),"Resolution : Full HD (1920x1080) | Refresh Rate : 60 Hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 20 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Latest Android TV 11, OnePlus Connect Ecosystem, Google Assistant, Chromecast, Miracast, DLNA, Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | LED Panel | Anti-Aliasing | Gamma Engine | Decoding of HDR10+, HDR10, HLG|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation",31999,Needs_ML_Prediction,Needs_ML_Prediction,Premium,Needs_ML_Prediction,,
B07KSB1MLX,AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,"Audio converter box that connects coaxial or toslink digital devices to analog RCA sources|Compatible with CD/DVD/Blu-ray players, computers, A/V receivers, digital TVs, and gaming devices, and more|Supports sampling rate at 32, 44.1, 48 and 96KHz; 24-bit S/PDIF incoming bit stream on left and right channels|Provides crystal clear electromagnetic noise-free transmission|Small, compact design that doesn’t take up too much space behind your entertainment center or desk; simple to install|Includes quality fiber cable and external micro USB power supply",1600,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B08MVXPTDG,"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)","Tapping into a natural phenomenon known as “convection” InstaDelight|Circulates air through a fan after passing it through the heating element|Its easy portability and multiple heat settings makes it a quintessential appliance on a chilly day|Comes with a 3-heat setting and turbo fan design to spread heat quickly in the room|Powered for over heat protection and height adjustable stand for comfort with ease of use|An ISI approved product powered with shock proof body and a carrying handle|Warranty: 1 years warranty provided by crompton from date of purchase, covers on manufacturing defects kindly read the usermanual for more details",4200,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
B08YRMBK9R,"Candes 10 Litre Perfecto 5 Star Rated Automatic Instant Storage Electric Water Heater with Special Metal Body Anti Rust Coating With Installation Kit, 2KW Geyser (Ivory)","Type: Storage; Capacity: 10 Litres; Wattage: 2000 Watts; Pressure: 6.5 Bars ; BEE Rating: 5 Star Rated Energy Efficient Geyser Inner Tank Material: Stainless Steel (SS) Tank with special Anti-Rust coating - 2X Corrosion Resistance; Outer Body Material: Metal (CRCA) Product Dimensions: 42cm Height x 29 cm Length x 27 cm Width|Free Installation Kit - includes inlet & outlet connection pipes, teflon tape, fastener kit with screws for hanging at no extra cost.|Highest Saving: BEE 5-star rated with Advanced heat resistant Technology & Thermal Insulation for maximum Power Savings. Perfect if you want to go green. Multiple safety systems for protection against dry heating, overheating and overpressure; Double Protection with Thermal Auto Cut-Out and Multi-function Safety Valve. Quality check: 5 safety functions and 15 Quality checks by team of advanced professionals & technocrats to ensure only the best product reaches you.|Superior polymer coated 10Ltr capacity tank, nano poly bond technology for excellent corrosion resistance and oxidation resistance even in high temperature and pressure 100% ISI Marked & BIS approved Copper Heating Element to ensure powerful heating. ISO Approved Company & 5 Star Rating. Steel Tank is high grade 304 L Steel with overlapping welding with advanced technology & supreme quality material. Thermostat and Auto Cut out with cutting edge latest technology by Automatic Instruments (Al).|Warranty: 5 years on inner tank & 1 year comprehensive warranty for manufacturing defects Includes 1 Vertical Geyser with 1.5 m cord length & 3 pin socket, Free Installation Kit as shown, Installation to be done by the Customer by themselves Warranty Details- On-Site Service available at 500+ Cities & 13,500+ Pincodes, for others the product needs to be shipped to service hub. Activate warranty post purchase by product registration, please e-mail as mentioned in the images for activation.",6299,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
B09N3BFP4M,"Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) with Multiple Safety System, White","Suitable for 8 bar pressure withstanding capacity for high rise building|Titanium Armour Technology for longer life of tank|Swirl Flow technolgy for 20% more hot water output|4 Star BEE rating, Pre coated Metal outer body for rust resistance|Unique Weld free joint for rust resistance",11500,Needs_ML_Prediction,Home & Kitchen,Premium,Needs_ML_Prediction,,
B00N1U7JXM,"3M Post-it Sticky Note Cube, 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For notes, reminders, study, school and organizing","Material: Paper; Size: 3""x3""|Colour:Multicolour|Add creativity to your communication|Bring variety and personality to your note|Colour code your tasks",175,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B08QDPB1SL,Duracell Chhota Power AA Battery Set of 10 Pcs,Duracell AA Chota Power Batteries|Alkaline LR03/MN2400|Pack of 10,220,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","A comfortable, ambidextrous shape feels good in either hand, so you feel more comfortable as you work-even at the end of the day.|With 800 dpi sensitivity, you'll get precise cursor control so you can edit documents and navigate the Web more efficiently.|Side-to-side scrolling plus zoom lets you instantly zoom in or out and scroll horizontally and vertically. Perfect for working with spreadsheets and presentations.|Zero setup with flexible connectivity means you just plug it into your USB or PS/2 port-it works right out of the box.|This mouse is built by Logitech-the mouse experts. It comes with the quality and design we've built into more than a billion mice, more than any other manufacturer.",375,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B09JS562TP,"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Rose Gold","Ensured Power packed performance with Mediatek processor expandable memory upto 32 GB|Dual Sim with big 1750mAh battery gives you twice the power of other phones|Get 2 Years replacement warranty on motorola keypad mobile phone|Modern, sturdy and Stylish Looks which you would love to flaunt|Entertain yourself with wireless FM with recording feature|Experience loud and crystal clear sound|Easily increase text size as per your convenience",1630,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B09WRMNJ9G,"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)","Camera: 50MP Main Camera with Sony IMX766 and 2MP Macro Camera with Dual LED Flash; 16MP Front (Selfie) Camera with Sony IMX471|Camera Features: Nightscape2.0, Super Macro, UltraShot HDR, Smart Scene Recognition, Portrait mode, Pro mode, Panorama, Tilt-shift mode, Focus Peaking, Filters, Video Nightscape, Video HDR, Video Portrait Timelapse, Hyperlapse Mode|Display: 6.7 Inches; 120 Hz IRIS Display; Resolution: 2400 X 1080 pixels 394 ppi; Aspect Ratio: 20:9|Display Features: Hyper Touch Mode, Reading Mode, Night Mode, Eye Comfort Mode, Auto brightness|Operating System: OxygenOS based on Android 12, Processor: MTK D8100 Max|Battery & Charging: 5000 mAh with 80W SuperVOOC. In-Display Fingerprint Sensor|Special Features: Hyperboost gaming engine",38999,Needs_ML_Prediction,Needs_ML_Prediction,Premium,Needs_ML_Prediction,,
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)","One 9.8-foot-long (3 meters) USB 2.0 A-Male to A-Female high-speed extension cable|Extends your USB connection to your computer by 9.8 feet; for use with printers, cameras, mice, keyboards and other USB computer peripherals|Constructed with corrosion-resistant, gold-plated connectors for optimal signal clarity and shielding to minimize interference|Features shielding that provides protection against noise from electromagnetic and radio-frequency signals, keeping your signal clear with less loss of bandwidth for higher performance|Typically, the Male A connector plugs into your computer and the Female A connects to the cable you need extended|1 year limited warranty",750,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B07LG96SDB,ESN 999 Supreme Quality 1500W Immersion Water Heater Rod (Black),Specially designed heating element for quick heating|1500W Power|Anti-corrosive Material|Hairpin tubular elements ; 3 Pin Plug|NOTE: Black/busted melted pipes does not come under warranty is due to dry heating or not maintaining water level.,510,Needs_ML_Prediction,Home & Kitchen,Value,Needs_ML_Prediction,,
B01M6453MB,"Prestige Delight PRWO Electric Rice Cooker (1 L, White)","230 Volts, 400 watts, 1 Year",3045,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B00KRCBA6E,Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),"Meant for Spot Heating|Room Size: Upto 150 sq ft|Convenient, efficient, shock proof, 180 degrees rotation and ISI certified|3 heat settings, 3 halogen rods|Warranty: 2 years on product|Power: 1200 watts, Operating voltage: 230 volts|Includes: Halogen heater, Instruction Manual, Customer Care List and Guarantee Card",5000,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
B00LY17RHI,Camlin Elegante Fountain Pen - Black/Blue/Red,Handcrafted with Gold plated nib|Brass Cap Chrome body|Elegant design,225,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",Twin wiro binding|Paper color: White|Paper density: 70 gsm|No of pages 300,315,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B09X7DY7Q4,SanDisk Extreme SD UHS I 64GB Card for 4K Video for DSLR and Mirrorless Cameras 170MB/s Read & 80MB/s Write,Save time with card offload speeds upto 170mb/s powered by SanDisk quickflow technology|Perfect for shooting 4K UHD video and sequential burst mode photography|Capture uninterrupted video with UHS Class 3 (U3) and video speed class 30 (V30)|Built for and tested in harsh conditions,1800,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B08MXJYB2V,USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),"500 W high Torque Copper motor|5 years warranty on motor and 2 years on Product|4 fin hardened stainless steel Techno Blade for fine grinding|Food grade Jars & Blades|20000 + high rpm for faster grinding|Easy to open PP flexi lids of jars|Jar Size: Wet Jar: 1.2 L, Dry Jar 800 mL, Chutney Jar: 400 mL",3390,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B09ZDVL7L8,"TTK Prestige Limited Orion Mixer Grinder 500 Watts, 3 Jars (1200ml, 1000ml, 500ml) (Red)","Ergonomic Design|Strong 500 W Motor|Superior Quality Body|3 Super-effcient Blades|Sturdy Handles, 3 Stainless Steel Jars",3895,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B08L879JSN,"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",21.5 Inch VA Panel Full HD 1920 X 1080 Resolution Monitor I 250 Nits Brightness I 178 / 178 View Angle|Connectivity Options : HDMI and VGA Ports with Inbox HDMI Cable|5MS Response Time 75Hz Fast Refresh Rate|Eye Care Featues Includes Bluelight Shield I Flickerless I Comfyview|Wall Mount Ready I -5 to -20 Tilt Adjustment,13750,Needs_ML_Prediction,Needs_ML_Prediction,Premium,Needs_ML_Prediction,,
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)","Camera: 50MP Main Camera with Sony IMX766 and OIS, 8MP Ultrawide Camera with 120 degree FOV and 2MP mono lens with Dual LED Flash; 32MP Front (Selfie) Camera with Sony IMX615|Camera Features: AI Scene Enhancement, AI Highlight Video, Slow-motion captures, Dual-view Video, HDR, Nightscape, Portrait mode, Pano, Retouching and exciting filters.|Display: 6.43 Inches; 90 Hz AMOLED Display with Corning Gorilla Glass 5; Resolution: 2400 X 1080 pixels; HDR 10+ Certified|Display Features: Ambient Display, AI colour enhancement and Dark mode|Operating System: OxygenOS based on Android 12|Processor: Mediatek Dimensity 1300|Battery & Charging: 4500 mAh with 80W SuperVOOC",28999,Needs_ML_Prediction,Needs_ML_Prediction,Premium,Needs_ML_Prediction,,
B0B3MQXNFB,"FLiX (Beetel Flow USB to Micro USB PVC Data Sync & 12W(2.4A) Fast Charging Cable,Made in India,480Mbps Data Sync,Solid Cable,1 Meter Long cable for all Andriod & Micro USB Devices (Black)(XCD-FPM01)","FLiX Flow Micro USB cable offers universal compatibility as it is compatible with most android smartphones, tablets, PC peripherals, Bluetooth speakers, power banks, game consoles & all Micro-USB enabled devices|2.4 AMP fast charging cable with up to 480mbps data transfer for a fast and secure connection. The cable is Quick Charge (QC) compatible which supports upto 12 Watt of power transfer|The connectors used are capable not only for high-speed data transfer but also ensures secure, safe and stable connection|Charge & sync, this USB cable can charge and data sync simultaneously at 480Mbps speed, compatible with all devices with a Micro USB port. Core : Tinned Copper",199,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black","Please select appropriate display resolution & refresh rate for proper display output. HDMI A Male to A Male Cable: Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC)|Connects Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, computers and other HDMI-enabled devices to TVs, displays, A/V receivers and more|Cable allows you to share an Internet connection among multiple devices without the need for a separate Ethernet cable|Meets HDMI 2.0 standards (4K Video at 60 Hz, 2160p, 48 bit/px color depth) that supports bandwidth up to 18Gbps and backwards compatible with earlier versions|Cable Length: 6 feet (1.8 meters); 1 year limited warranty",475,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B0BPBXNQQT,"Room Heater Warmer Wall-Outlet 400 Watts Electric Handy Room Heater (Room Heaters Home for Bedroom, Reading Books, Work, bathrooms, Rooms, Offices, Home Offices,2022","Fast Heating :- Ceramic heating element creates energy efficient warmth quickly in 3 seconds.|Overheat protection : PTC ceramic element is self-regulating With the design of over-heat protection for thermal control|Adjustable Temperature & Silent :- Adjustable thermostat control monitors the temperature around you for optimal heating|Energy efficient and Portable :- Ceramic heating element for energy-efficient operation|Compact Design :- It's compact enough to take anywhere,Great for the camper or give it to the kids for their college dorm rooms.",1989,Needs_ML_Prediction,Home & Kitchen,Value,Needs_ML_Prediction,,
B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces","Portable, easy to use|LED lights for maximum illumination|Plugs into any USB port|Multipurpose Energy Use|4Pcs of USB light.",59,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B07Q7561HD,Eveready 1015 Carbon Zinc AA Battery - 10 Pieces,"Eveready’s Zinc Carbon Battery are considered one of the best battery for remote controls, clocks, small toys, torches, etc.|Highly durable & reliable technology|Available in wide range of sizes - AAA, AA, D, C and 9V sizes",180,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B08JD36C6H,Kingston DataTraveler Exodia DTX/32 GB Pen Drive USB 3.2 Gen 1 (Multicolor),"Large loop easily attaches to key rings|Practical cap protects the USB plug|Multiple colour options by capacity|Backed by a five-year warranty, free technical support and legendary Kingston reliability",450,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B09Y358DZQ,"Pigeon Zest Mixer Grinder 3 Speed Control 750 Watt Powerful Copper Motor with 3 Stainless Steel Jars for Dry Grinding, Wet Grinding and Making Chutney and 3 Polycarbonate lids - Blue",[ Powerful & Efficient Motor ] : This Pigeon Mixer Grinder has powerful 750 Watt Copper Motor with 3 speed controls gives an exceptional performance and provides fine mixing and grinding of the ingredients at 3 different speed levels. The motor comes with an overload protector which protects it from sudden power surges.|[ Anti slip handles ] & [ Anti-skid feet ] : The Mixer Grinder jars handles are ergonomically designed for easy grip to ensure easy handling and to prevent slippage while handling the jar in mounting and dismounting the items from jars. Anti slip grips ensures that the machine remains stable where-ever it is placed while using.|[ SS Jars & lids with Food Grade Safety ] : Stainless Steel Jars of mixer grinder will keep the mixture inside the jar from spreading outside and also protects it from the external pollutants. It ensures the quality of your food is well maintained with food grade Stainless Steel Jars and Polycarbonate lids|[ Easy To Clean ] & [Reliability ] : Compact body Mixer Grinder with an ergonomic design allows for perfect usage as well as for easy cleaning. Anti-slip feet ensure not to slide the mixture on the base from the jars.|2 year Manufacurer Warranty,4295,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B0756K5DYZ,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue),"Motor Warranty: 2; Product Warranty: 2;|Operating noise levels between 80-90 dB; Initial burning smell is to be expected due to evaporating varnish|i) Jar safety lock to ensure safety - product won't start if not locked correctly ii) Do not run the mixer grinder for more than 5 minutes continuously, give a gap of 2 minutes if you need to use for more time|Wattage: 750 W; Voltage: 230 V; Revolution: 20000 RPM|4 Super efficient blades and Stainless Steel jars along With Polycarbonate Jar. ideal for larger fruits and veggies|The grinder features an overload protection switch that cuts off power supply to the appliance to prevent the motor from overheating|No of Jars: 4; Jar Size: Wet grinding jar (1.5L), Juicer Jar(1.5) LDry grinding jar (1 L), Chutney Jar (300ml); Jar Material: Stainless Steel + Juice Jar( Polycarobonate); Body Material: ABS Plastic; Cord Material: PVC with copper wire; Blade Material: Stainless Steel; Speed Control: 3 speed control|Powerful 750w motor",6295,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B075S9FVRY,"Sujata Supermix, Mixer Grinder, 900 Watts, 3 Jars (White)","Warranty: 2 year warranty provided by the manufacturer from date of purchase|Includes: 1 unit Motor, 1 Blender jar, 1 Chutney jar, 1 Dry Grinder jar|Most powerful 900 watts motor with double ball bearings for efficiency, low maintenance and trouble free running for years|Unbreakable and transparent blender jar 2 separate stainless steel jars for dry grinding and chutney grinding. 3 Speed with Rotary action switch. Whipper button for momentary motion|22000 rpm operation- retains flavor and aroma of juices and food|90 mins. continuous running- suitable for longer usage|Totally shock-proof and safe",7200,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B01L6MT7E0,"Philips AC1215/20 Air purifier, removes 99.97% airborne pollutants, 4-stage filtration with True HEPA filter (white)","Philips is the No.1 Brand in Air Purifiers in India (Source: Euromonitor International Limited; Consumer Appliances 2020ED)|VITASHIELD INTELLIGENT PURIFICATION: Automatically senses air quality and removes 99.97% airborne pollutants as small as 0.003 microns, 800 times smaller than PM 2.5|FAST PURIFICATION: Purifies a standard room in just 12 minutes with a CADR of 270 m3/hour (Standard room size is 18 ft by 12 ft with an 8 ft ceiling height). Recommended room area: up to 250 sq ft.|3 STAGE FILTRATION: Air Purifier processes the air through pre filter, activated carbon filter & TRUE HEPA Filter|REAL TIME AIR QUALITY FEEDBACK: It provides feedback through 4-color air quality indicator|AIRMID CERTIFICATION: Removes 99.9% bacteria and viruses, tested to remove airborne H1N1 virus|ECARF CERTIFICATION: Removes 99.99% pollen and house dust mites, Allergy friendly quality tested by ECARF|AUTO-AMBIENT LIGHTING : Adjusts the light levels of the device in according to the light in the room in Night Mode",11995,Needs_ML_Prediction,Home & Kitchen,Premium,Needs_ML_Prediction,,
B09YLWT89W,"Sure From Aquaguard Delight NXT RO+UV+UF+Taste Adjuster(MTDS),6L water purifier,8 stages purification,Suitable for borewell,tanker,municipal water(Black) from Eureka Forbes","8 Stages of purification with large water storage capacity of 6 litres|UV e-boiling: Ensures that each drop of water is as pure & healthy as water boiled for 20+ minutes|Ultra-filtration: Imparts crystal clear clarity to drinking water in addition to making it safe from viral & bacterial contamination|Taste Adjuster: Enables to adjust the taste of water depending on water source|Suitable for all water sources: This water purifier is suitable for all water sources such as municipal, borewell and tanker water.|Flexible installation: The purifier can be easily wall mounted or kept on the counter top|Convenient Features: a) High Storage Capacity b) LED indication alerts when tank is full, when service is due & when cartridges need replacement c) Purified stored water can be dispensed even without electricity",18000,Needs_ML_Prediction,Home & Kitchen,Premium,Needs_ML_Prediction,,
B01D5H8ZI8,AmazonBasics 3 Feet High Speed HDMI Male to Female 2.0 Extension Cable,Supports full 1080p HD viewing with digital transfer at rates up to 102Gbps - for excellent picture quality|24k gold plated connectors with braided cable core to further enhance picture quality|1 year limited warranty,595,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",Stainless Steel Tank|Copper Heating element|ISI Certified|Class 1 Working Pressure|Superior Safety,4590,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
